baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
EFA_01550	91.6157232525856	-3.31586376018067	0.293778135335186	-11.2869657791157	1.52200466959964e-29	3.28547023039141e-28
EFA_01551	0.391984063574329	-1.76754701125556	2.45475042028531	-0.720051617732332	0.471493214981157	0.614923850702691
EFA_01552	28.5535996645313	-1.86098832333784	0.381191795968371	-4.88202616903185	1.05001317350309e-06	4.99103943895262e-06
EFA_01553	19.3945640901774	2.98043182808619	0.504493727831116	5.90776785451716	3.46774211029219e-09	2.19776768182095e-08
EFA_01554	219.897895280765	0.282249839191389	0.184782892686205	1.52746737042752	0.126644835004067	0.215528939713501
EFA_01555	67.9054385998237	1.48599734066684	0.250475035041376	5.9327163700022	2.97963330689627e-09	1.89679095878031e-08
EFA_01556	0.317128504981936	0.675766067528114	2.89982088835481	0.233037174896517	0.815732538928452	0.880439142580295
EFA_01557	25.1509276611636	-0.3827539298949	0.359651577424239	-1.06423537090013	0.287222087339422	0.420936504722553
EFA_01558	73.5371895055449	0.250494949338221	0.241631385734551	1.0366821701441	0.29988400417282	0.435932646065907
EFA_01559	41.2515342060588	0.105085026307621	0.292513354422947	0.359248645296646	0.71940908849263	0.813799642656556
EFA_01560	101.876985131378	1.26774607721429	0.221802574289928	5.71565087228052	1.09284909027841e-08	6.61934543921798e-08
EFA_01561	20.0292947885701	0.672764808225445	0.394218010894192	1.70658059660804	0.087900034183062	0.158917505125674
EFA_01562	59.4209269714688	-0.594182617616866	0.255908589546034	-2.32185491964497	0.0202407488940803	0.0447009154422342
EFA_01563	41.5190590821994	-0.457459826751633	0.291386445850005	-1.5699420246442	0.116428599570835	0.201002110263299
EFA_01564	332.698531231134	0.045407470753401	0.158883027967213	0.285791826442099	0.775037568709745	0.853849907814919
EFA_01565	16.5153791115081	-0.563716045885557	0.441092792550252	-1.27799876898087	0.2012498603202	0.314868820636566
EFA_01566	23.3737714234898	2.84649265038784	0.440396936138526	6.46347060301182	1.0232842220136e-10	7.40012342922179e-10
EFA_01568	0.180678532666906	1.63753269092351	3.78406770288058	0.432744025609521	0.665200741980402	NA
EFA_01569	0.303832453208353	0.675765695736189	2.93980055163668	0.229867871601007	0.818194442595654	NA
EFA_01570	8.73808433765429	2.68951787907728	0.681856113587395	3.94440678243263	7.99977640762286e-05	0.000299444042585205
EFA_01571	152.547507120856	2.79707919653228	0.23378078348737	11.9645385510627	5.44997223335867e-33	1.27210327495713e-31
EFA_01574	73.1325376306259	0.249777216490523	0.252463586792655	0.989359375202339	0.322487343354283	0.461086236439315
EFA_01575	67.2993367934502	2.77424126985523	0.276956070672201	10.0169000199991	1.28469294101141e-23	2.02656782068338e-22
EFA_01576	46.2216068955309	-0.187918317820456	0.281321284781938	-0.667984713514008	0.504143350329526	0.643506268018764
EFA_01577	18.2155506751926	-0.911264722552837	0.427577653881246	-2.1312262562859	0.0330705069239855	0.0681100612473187
EFA_01578	530.066280240802	-1.22398125634441	0.153643444445716	-7.96637475005877	1.63396935008466e-15	1.75697603149553e-14
EFA_01579	17.1949656230785	1.05008377429505	0.42584505974354	2.46588225052429	0.0136676255904013	0.031661654719806
EFA_01580	41.1821320043288	1.13206405672714	0.289315211135593	3.91290887293366	9.11909537732387e-05	0.000337383026137846
EFA_01581	16.3686025558555	1.44938170570327	0.449615994842082	3.22359907639037	0.00126590498506846	0.0037463164985863
EFA_01582	252.135217457776	-0.442437026997532	0.174828114665322	-2.53069723851053	0.0113836061902961	0.0269211971765568
EFA_01583	43.2347749435945	-1.20707934882234	0.302070914108372	-3.99601316262208	6.44181537675454e-05	0.000243668668598976
EFA_01584	55.4303280690008	-0.523909981431861	0.258707770990162	-2.02510337987406	0.042856749932252	0.0852680035034618
EFA_01585	7.09509298207473	2.18439595094695	0.724293103427225	3.01590052509236	0.00256217301066184	0.00702578673697243
EFA_01586	294.626665596956	-1.0006995012637	0.151659799398526	-6.5983174528281	4.15850094077978e-11	3.10105355869578e-10
EFA_01587	69.39232454698	-0.125200769706209	0.232487038846342	-0.538527955482966	0.590212610551576	0.711078642422818
EFA_01588	11.994515654739	0.184039180132441	0.494824543992339	0.371928155882442	0.709946341170093	0.810095647078371
EFA_01589	7.85606979253001	-1.75729049642605	0.699544336727653	-2.51205020777718	0.0120032010039666	0.028220624577534
EFA_01590	69.0774783841435	0.551903706617132	0.231131787218244	2.3878312596441	0.0169481213391265	0.0381631814624565
EFA_01591	259.620357867524	-0.476247914720024	0.171157707028366	-2.78250931838608	0.00539403162886357	0.0136925418271152
EFA_01592	13.2385937349208	-0.254252892335835	0.490911953966279	-0.517919537875625	0.604514409638589	0.721346995042556
EFA_01593	28.84048533531	0.0343173329778667	0.346276413628952	0.0991038708591889	0.921055798719467	0.954984181337519
EFA_01594	48.6981423283232	-0.433846044188188	0.27441010787714	-1.58101335094562	0.113874985101499	0.197424566561838
EFA_01595	0.636813997689452	0.573820875649782	2.29140541372932	0.250423112475707	0.802260157740684	0.87311937561543
EFA_01596	44.482123155233	-0.756605438787665	0.303363155694294	-2.49405843981302	0.0126291749712271	0.0294304881025918
EFA_01597	127.248201756386	-0.902772082250933	0.191281799605499	-4.71959216252051	2.36317960370311e-06	1.09430461971478e-05
EFA_01598	17.9946879307292	0.778244620448048	0.422760764998845	1.8408629297711	0.06564164801135	0.124888781604099
EFA_01599	15.8265948427565	-0.426232045181289	0.474356359413419	-0.898548183708046	0.368893369205446	0.513126387106994
EFA_01600	25.5293827977979	0.729436469943265	0.358693446166156	2.03359296842399	0.0419926513856865	0.083839292161548
EFA_01601	128.864114463109	0.981422958235352	0.199534298310147	4.91856771766562	8.71797579086731e-07	4.18550309290636e-06
EFA_01602	105.991588496756	1.1285443424151	0.205254878691047	5.49825830992208	3.8356079020567e-08	2.20240605736096e-07
EFA_01603	61.0089310803917	0.962197875016275	0.253747127575116	3.79195573250948	0.000149465560892818	0.000532401520252208
EFA_01604	24.5280012532454	0.425949599633927	0.368473420081878	1.15598460138394	0.247687455585267	0.375256298145278
EFA_01605	17.1637354481354	0.956212290485814	0.450884736635627	2.12074664052901	0.0339431292596355	0.0696574153712748
EFA_01606	20.7227452098468	-0.781931502792758	0.413788215939014	-1.88969011845422	0.0587994164528442	0.113297399084641
EFA_01607	17.2551783482385	-1.30172391866415	0.479632727315954	-2.71400145262951	0.00664758747141549	0.0165814280021146
EFA_01608	21.7200526039998	-0.0357711792331829	0.376262436500794	-0.0950697591974675	0.924259417917628	0.956923472355395
EFA_01609	13.5197767607487	-0.0593347736181837	0.487902393793844	-0.121611974798498	0.903206329368575	0.943621307809073
EFA_01610	23.8955041585225	1.01021780412576	0.376920405819071	2.68018867784697	0.00735806731072084	0.0181486350937109
EFA_01611	111.745605948201	0.547563259997903	0.200589156800351	2.729774972547	0.00633775701881571	0.0158775745209598
EFA_01612	121.489105172776	0.652658825172265	0.205402046480103	3.17746992474823	0.00148566097774617	0.00428927059591144
EFA_01613	15.1229442946324	2.15705707323718	0.498392054833077	4.32803262475688	1.50447188089999e-05	6.19704271171285e-05
EFA_01614	3.09194510977822	0.046241121782229	0.966300701249458	0.0478537599346018	0.961832791366408	0.976457547387891
EFA_01615	1.69028617590208	0.128798241695578	1.29825878331058	0.0992084500804536	0.920972765766123	0.954984181337519
EFA_01616	2.85176991822148	0.821636360738593	1.04617467855217	0.785372058398199	0.432235458290103	0.576648699233683
EFA_01617	15.7014307170901	-0.0818667104932892	0.438478535473003	-0.186706312556387	0.851890906432571	0.908198586100228
EFA_01618	349.471360993944	0.626526980610466	0.165638328270798	3.7825000237033	0.000155261078542003	0.000551676431304568
EFA_01619	28.1994520807494	-0.180161871848159	0.346965387986075	-0.519250271313488	0.603586226586227	0.721249596092283
EFA_01620	31.0287448076356	-0.0702752108158377	0.352807052855326	-0.199188792420925	0.84211506611491	0.900206969984429
EFA_01622	33.6778078416151	-0.0249781789265787	0.315368900794623	-0.0792030503440325	0.936871118393166	0.961874073979449
EFA_01623	36.985391961809	1.48524486792383	0.314098492611232	4.72859597502799	2.26077753400365e-06	1.0502738349716e-05
EFA_01624	172.243835148762	1.7239279483944	0.176579330764492	9.76290906150074	1.62427884288211e-22	2.46735690894949e-21
EFA_01625	144.573132169593	1.67102533178159	0.1916700668661	8.71823837234307	2.82563584058097e-18	3.62160736531605e-17
EFA_01626	430.105204581242	2.82635619106521	0.158763144283753	17.8023445165192	6.77713278878512e-71	5.55918521045773e-69
EFA_01627	14.7670928607938	0.072513880585853	0.458225275081206	0.158249412525318	0.874260268696648	0.925175536833054
EFA_01628	1.03772201852433	0.657961388417417	1.67315234023034	0.393246551791474	0.694137390166429	0.798744868604336
EFA_01629	0.450787169562577	-0.233812382991802	2.5726077103201	-0.0908853619826514	0.927583681496711	0.957852879569576
EFA_01630	1.87176435870335	1.44956904876421	1.29835372345412	1.11646697088664	0.264222300617209	0.393758920070432
EFA_01631	2.96751269537398	0.1627824233226	0.983872453115653	0.165450737854397	0.86858922087132	0.919852325017174
EFA_01632	0.648494355780564	-0.773455011059707	2.16039415276542	-0.358015693603708	0.720331569142181	0.814428109109338
EFA_01633	0.652564157377744	-0.783074332093883	2.15699824282893	-0.363038929075283	0.716575804100699	0.812515455597593
EFA_01634	4.77401292593273	-0.132558018153258	0.782032641091378	-0.169504456960088	0.865399866941356	0.917691060331136
EFA_01635	6.40377205224714	-1.59249037112141	0.775789979319982	-2.05273387588392	0.0400983946862613	0.0806179909973784
EFA_01636	2.25432710779861	-1.50243284044749	1.27695876759797	-1.17657114589036	0.239366720092246	0.363994625733495
EFA_01637	1.70536242755928	-2.67886139224874	1.5673338814507	-1.70918361681126	0.0874169426187671	0.158143693924688
EFA_01638	0.264760341435702	-1.1982160820384	3.2592592159841	-0.367634484597632	0.713145797876545	NA
EFA_01639	12.1497082461265	-1.49344919750831	0.555326217693341	-2.68931872820926	0.007159802121226	0.0177339293848304
EFA_01640	0.75868942436811	0.00758154827437184	1.88733389677642	0.0040170678263773	0.996794852221794	0.997837524661357
EFA_01641	41.0133366990121	-0.66584394253259	0.300316429433045	-2.21714124595051	0.026613441025723	0.0562230972662624
EFA_01642	294.414619653238	-1.04648465386005	0.167333545400494	-6.25388442798724	4.00367339414014e-10	2.71835100828235e-09
EFA_01643	77.3401659846128	-1.23854903757403	0.234955065261616	-5.27142939521198	1.3536536108264e-07	7.19550575348944e-07
EFA_01644	0.516114185062713	-0.166877242408196	2.47486779430694	-0.0674287502516585	0.946240381875691	0.968504861449237
EFA_01645	26.3552130632309	-0.270715226035514	0.38222999330389	-0.708252180043558	0.478788667521607	0.62030788107154
EFA_01646	5.27239285993137	-0.0552738626152814	0.747103548111626	-0.0739842057436232	0.941022952805786	0.964195894898434
EFA_01647	2.69107199584716	0.741660602499357	1.05473070771469	0.703175319609621	0.481946497909384	0.623836066500379
EFA_01648	31.3618519501085	1.01483694699946	0.334601408121114	3.03297273223705	0.00242157480296386	0.00667211253292634
EFA_01649	38.811542295925	0.65224165243235	0.290669120517795	2.2439316954978	0.0248367964554594	0.0530159424710958
EFA_01650	4.77314603964051	1.87226059315851	0.841605971333276	2.22462845670221	0.0261061906691147	0.0553960631271457
EFA_01651	5.2766348635388	1.25750413395027	0.762388090014098	1.64942783133852	0.0990600168889533	0.175990908717936
EFA_01652	4.96598812292926	-0.186945344480812	0.790530756444415	-0.236480798446906	0.813059605412948	0.880439142580295
EFA_01653	7.3889017977331	-1.76108715479658	0.723551369574398	-2.43394903092018	0.0149350979768887	0.0341695544556363
EFA_01654	3.43552036536838	-0.139428520875518	0.930294749789769	-0.149875639851806	0.88086273119049	0.929271199235888
EFA_01655	50.4513303600231	-0.86534468781275	0.284021172912861	-3.04676119367425	0.0023132140739778	0.00641046101002921
EFA_01656	40.4663161186225	0.754870803268001	0.301844220441666	2.50086220688094	0.0123891371656815	0.028918059189164
EFA_01657	31.7238629853983	0.747249720844771	0.349001261930984	2.14110893671365	0.0322652541768272	0.0666908169486472
EFA_01658	12.0688540816576	-0.781129272443332	0.525253861705496	-1.48714617710189	0.136976207777753	0.229171732243548
EFA_01659	36.2429426167791	0.239011475837385	0.300895380640613	0.794334148063437	0.427000929401749	0.570493400118032
EFA_01660	42.3253063220928	-0.290685417464548	0.302454291786129	-0.961088750792459	0.336507545352516	0.476622181897915
EFA_01661	188.025716885894	0.696522980164278	0.189523602563343	3.67512526536891	0.000237732743923296	0.000816424291631318
EFA_01662	11.9811255503441	0.0714370096216144	0.511802987067154	0.139579118189557	0.888992540359572	0.935250122159154
EFA_01663	17.4171060418078	-0.275845184451522	0.421044628717371	-0.655144765275428	0.512374552693598	0.65060917327878
EFA_01664	16.2834845613172	-0.468227245912347	0.437258625228404	-1.07082449355405	0.284248351476878	0.418072242361741
EFA_01665	143.940118755734	-0.0610558335017249	0.18370086348946	-0.332365522632549	0.739613269140536	0.827324813103447
EFA_01666	23.7159918736234	0.409468957575734	0.390773949461439	1.04784097849936	0.294711878943635	0.429501423577247
EFA_01667	50.8618250140922	0.21394944741035	0.272181316666075	0.786054862365271	0.431835346645402	0.576382743012064
EFA_01668	47.4150868224686	0.397846321518219	0.269254166612992	1.47758649948789	0.139518490102151	0.232341986707236
EFA_01669	76.7899045103371	1.59427566604762	0.231975266002536	6.87261057405229	6.30374824301027e-12	5.09804541005141e-11
EFA_01670	245.817427142682	1.32625372857123	0.161184987566493	8.22814673124641	1.9013209354474e-16	2.15758593109466e-15
EFA_01671	645.228385815066	-0.078573552742164	0.155624065004894	-0.504893332144313	0.613633757630151	0.730407345835889
EFA_01672	48.1740006694389	-0.116692958312955	0.280558112673416	-0.415931505957881	0.677460124294712	0.787763473815357
EFA_01673	106.595586595385	-0.0605777256592335	0.207866812831393	-0.29142567220853	0.770725782623259	0.85204224948455
EFA_01674	9.07630038455346	0.243545262039207	0.572406572579618	0.425476005528102	0.670489709560736	0.781874880645358
EFA_01675	47.0528334100866	0.301043848309477	0.267642361544226	1.12479895399418	0.260674237814931	0.3905873264664
EFA_01676	93.2461664653864	0.328730253103036	0.221456053289911	1.48440400801639	0.137701772106172	0.2299835879679
EFA_01677	56.4823867219343	0.0695451837744845	0.250469245598767	0.277659572967655	0.781273696796311	0.856120909733668
EFA_01678	214.088090100439	0.157544813536754	0.159134846306252	0.99000826779046	0.322170077901777	0.461086236439315
EFA_01679	572.951731004938	0.415466848216169	0.128868352675722	3.22396336718628	0.00126429571861715	0.00374591641707928
EFA_01680	73.0732056646684	0.526406058661993	0.229215449925483	2.29655574627768	0.0216441256033774	0.047219061251745
EFA_01681	92.2769385186955	0.0702072282118703	0.227577866940796	0.308497610754629	0.757703717993106	0.841534767643407
EFA_01682	59.6997853736211	-1.86609640828913	0.2839765315459	-6.57130502344877	4.98761666447361e-11	3.7001156185281e-10
EFA_01683	1.84668185160587	-1.12504558326115	1.3402541102592	-0.839427071813698	0.401229697556315	0.545163493461515
EFA_01684	6.17753964343519	-0.639664196024985	0.721510085473002	-0.886563069462347	0.37531418420912	0.519581498691733
EFA_01685	74.2006291416335	0.881884903036684	0.224732877484017	3.92414724943575	8.70374893806243e-05	0.000323266018126484
EFA_01686	100.792103217438	0.257515545171713	0.212826367980458	1.20997951341893	0.226286754102617	0.347754191176952
EFA_01687	95.0624972581419	-0.861158338057399	0.208994609029654	-4.12048110741082	3.78082070563315e-05	0.000147282717040336
EFA_01688	176.643306127969	-0.290610124918142	0.177692118012057	-1.6354699812764	0.101950562570319	0.180234030258242
EFA_01689	76.8931355332795	-1.25723476749801	0.242029296078301	-5.19455614617526	2.05208836702864e-07	1.06730900393827e-06
EFA_01690	13.0061733554514	0.150902301645595	0.497539359587809	0.303297214054807	0.761663369125898	0.84495190601254
EFA_01691	305.819024873224	-1.28197443752038	0.171393805791706	-7.47970109887378	7.44918416137054e-14	7.03506833134698e-13
EFA_01692	9.26390026961504	-0.141497401268627	0.566298628472616	-0.249863577544352	0.802692850860955	0.873259255332247
EFA_01693	22.820807080344	0.335899707719448	0.387469403700334	0.866906404767975	0.385993293969421	0.529979314675375
EFA_01694	38.5587854958762	0.132663123717646	0.306736775978842	0.432498265962074	0.665379312239619	0.777178195866536
EFA_01696	25.2374165932262	2.45414761410379	0.400258765823855	6.13140254168426	8.71076901708783e-10	5.78903190927295e-09
EFA_01697	89.0258469857624	-1.24476418354834	0.224675065364749	-5.5402862864534	3.01977563343858e-08	1.74091884409682e-07
EFA_01698	1160.67709880572	-1.25666026659702	0.141018000698085	-8.91134649744106	5.04164853157369e-19	6.63971235511379e-18
EFA_01699	392.528609907491	-0.672231372655992	0.152511699347339	-4.40773642633812	1.04456550841951e-05	4.39084564373707e-05
EFA_01700	943.132541385443	-1.36690989422202	0.132824995461348	-10.2910592202488	7.73210674360979e-25	1.29818002695343e-23
EFA_01701	706.152669688503	-0.961033693845143	0.137143320362611	-7.00751368206734	2.4259030253254e-12	2.01877321324905e-11
EFA_01702	0.450484876646724	2.59701286576798	2.5450000980038	1.0204372360555	0.307521141706997	0.443887982825937
EFA_01703	1.92770496662825	0.144520495278498	1.21680529136403	0.11877043624333	0.9054572313198	0.944164416150454
EFA_01704	12.4712742765919	0.110374348066582	0.514773438485292	0.214413448353814	0.830224655253377	0.890744663924414
EFA_01705	48.3761016076334	0.341229792599802	0.288652433298903	1.18214763929066	0.237147124482862	0.361576948693731
EFA_01706	127.905556717546	0.122316147890625	0.200353639934601	0.610501251340136	0.541529814733479	0.674211664397146
EFA_01707	92.2772199356299	0.323282247034634	0.234028406340803	1.38138037210686	0.167162037671396	0.268473068082263
EFA_01708	29.1628525968915	0.565374398456392	0.351023419979119	1.61064580388973	0.107256944430085	0.187879614068807
EFA_01709	15.3972796731022	1.80863658642031	0.474276710938334	3.81346278387148	0.000137033168776862	0.000491163829660887
EFA_01710	8.47919534707976	0.19063302032044	0.612699614800056	0.311136184380743	0.755697094193478	0.839630943277661
EFA_01711	24.0103127502827	0.532884566962145	0.366182202945777	1.4552443091863	0.145601638172024	0.24024270298384
EFA_01712	174.930201501729	0.829416521302164	0.171089237122312	4.84785913627758	1.24800964193951e-06	5.89315079277684e-06
EFA_01713	30.0672914665785	0.184522908646495	0.338495423640494	0.54512674547255	0.585666349155027	0.708654262182979
EFA_01714	74.0583161758688	-0.367104400774846	0.229147575876041	-1.6020435711414	0.10914597483442	0.190491242400985
EFA_01715	44.370461132423	-0.0331151990543402	0.277395913883175	-0.119378827866537	0.904975234247541	0.944164416150454
EFA_01716	107.976389039339	-0.470629780740547	0.205501811766097	-2.2901490585213	0.0220126773021299	0.0477805109223071
EFA_01717	42.162154223734	0.115544471651286	0.281959430679718	0.40979112269004	0.681959178838763	0.790753151230246
EFA_01718	199.798703085326	0.0969051738074221	0.168639825075489	0.574628049833684	0.56554287747624	0.692102984328339
EFA_01719	195.956840631401	-0.280668857668523	0.161229402485399	-1.74080442736826	0.0817178656575304	0.149529631805462
EFA_01720	284.09406764264	-0.00502200424030376	0.162954427395111	-0.0308184583909896	0.975414319744161	0.984674582273378
EFA_01721	70.6557011228496	0.0259628082399895	0.251503791655893	0.103230285591526	0.917780203880904	0.953654348658007
EFA_01722	14.3284788941188	0.3997000891563	0.504780654795072	0.791829253675674	0.428460242480948	0.572143886587349
EFA_01723	148.3237823051	0.116134413061495	0.184216042594028	0.630425078218783	0.528416507269446	0.664222325906559
EFA_01724	6.2111409350665	0.449420906615609	0.709891075756684	0.633084316684168	0.526678583331035	0.662908466787988
EFA_01725	13.3400174374224	0.0310480098917504	0.483685068109124	0.0641905486417573	0.948818502966848	0.970106097584694
EFA_01726	16.066066155339	-0.0446068680297111	0.459448747772425	-0.0970877997730573	0.922656669459508	0.955953553958227
EFA_01727	3.77723402022929	0.291010653962254	0.866529628771328	0.335834626191472	0.736995577196217	0.825705601695514
EFA_01728	8.52799618440662	0.233706778690343	0.603157645858584	0.387472131531494	0.698406712563371	0.801088961953431
EFA_01731	34.521724948475	2.28005301642618	0.34552813294831	6.59874782690206	4.14644897249321e-11	3.10011848959063e-10
EFA_01732	66.4703370847677	0.776359885860749	0.246164689482067	3.15382310718169	0.0016114673136075	0.00461268460355645
EFA_01733	105.4636985879	0.760087764158742	0.194899612461057	3.89989366608214	9.62349444255857e-05	0.000355586261835079
EFA_01734	2.57550576950723	1.51483982328564	1.1411481680364	1.32746988140222	0.184353296611959	0.292418958327587
EFA_01735	8.20960062443604	0.937824525538523	0.644733826350115	1.45459178223611	0.145782307392585	0.240402644758248
EFA_01736	9.56260026791698	-1.69003318452518	0.628483329191795	-2.68906605159838	0.00716522399387085	0.0177339293848304
EFA_01737	19.8125012403638	-2.26484196638781	0.494685763306599	-4.57834474808626	4.68669818819799e-06	2.08612565865371e-05
EFA_01738	324.559942767628	2.20368052765887	0.151619894894249	14.534243868167	7.35208606285769e-48	3.24735985945607e-46
EFA_01739	347.355278092075	0.686870535735607	0.143938008068096	4.77198861478376	1.82415818196152e-06	8.51570429335207e-06
EFA_01740	39.5722332898264	0.01967338812714	0.320056533839534	0.0614684783688983	0.950986117537001	0.97059407872333
EFA_01741	65.3080597205021	0.789394113679787	0.251458033807255	3.13926782027121	0.00169370573494718	0.00482403687007277
EFA_01742	96.3063823347927	0.793410424695638	0.211668294891668	3.74836687328022	0.000177989770491354	0.000622422205944797
EFA_01743	17806.6007844384	2.00204383341036	0.163054858933551	12.2783451318445	1.18395256131845e-34	3.06227730049124e-33
EFA_01744	25.9232958292712	0.588071190172315	0.351690292342716	1.67212801426788	0.0944990815351519	0.169355095560188
EFA_01745	40.9878935947426	1.5712855524274	0.321747694143718	4.88359537932086	1.04168725373113e-06	4.9596751334363e-06
EFA_01746	46.9979555592539	1.07666418431375	0.280819173156368	3.83401237248937	0.000126069796074669	0.000454135990627823
EFA_01747	104.706466500136	0.855477668807793	0.211976156051964	4.03572592663715	5.4433730105702e-05	0.000207266895402481
EFA_01748	44.6896096058016	0.9808288213355	0.285173451966735	3.43941139882093	0.000582980576151244	0.00187218929992195
EFA_01749	75.2053479393551	1.21206387554658	0.261231432439792	4.6398087099489	3.48731828280553e-06	1.58670218540962e-05
EFA_01750	10.745315903297	-0.304641484381089	0.529417682814232	-0.575427482440145	0.565002221919227	0.691736195791088
EFA_01751	6.12236561964145	0.604909768905379	0.70244918634432	0.861143810349394	0.389158842641254	0.533051067377404
EFA_01752	129.604350112456	0.385179179248564	0.186271217826092	2.06784055928693	0.038655018350484	0.078098914626488
EFA_01753	61.9851498662113	0.668602069218642	0.246655468182974	2.71067199176245	0.00671470142700164	0.0167342949626056
EFA_01754	29.133705570725	-0.110891519910485	0.336432274316435	-0.329610231764462	0.741694490458619	0.82887805757468
EFA_01755	0.532503837486539	-2.20363671287448	2.35108659244711	-0.937284368833408	0.348612301260108	0.490140018079222
EFA_01756	29.3600844847916	0.557210248284548	0.342517683616326	1.62680724218815	0.103778043027587	0.182665015048287
EFA_01757	51.4749785921065	0.140576368739912	0.266509054652864	0.527473143165875	0.597865061990944	0.71728817090514
EFA_01758	168.01728939944	0.944331208225275	0.183650269336594	5.14200829455091	2.71817113751492e-07	1.39106405272822e-06
EFA_01759	111.405844274801	0.805550051499949	0.200393062741609	4.01984999120774	5.82352096202919e-05	0.000221448062013057
EFA_01760	30.9219837438403	1.60962968161211	0.354317387753869	4.54290344545627	5.5484669378234e-06	2.44319763473788e-05
EFA_01761	237.020039640049	1.64104384690054	0.158760002110014	10.3366328110992	4.81147217647363e-25	8.12572742273871e-24
EFA_01762	244.672213058784	0.703399685729044	0.172617656572698	4.07489998239436	4.60341276527796e-05	0.000177401316095477
EFA_01763	129.534138666817	-0.126586510201471	0.189370303723846	-0.668460195248296	0.50383988223331	0.64347166454263
EFA_01764	375.120261528471	0.962028887262789	0.186225390088552	5.16593836536111	2.39235622188307e-07	1.23311574740149e-06
EFA_01765	37.0635234842337	-2.8637292440092	0.402297253306288	-7.11844095497441	1.09154678203099e-12	9.46776680124157e-12
EFA_01766	0.269806343979819	1.63754402125302	3.25365020601366	0.503294428585585	0.614757282969509	NA
EFA_01767	83.2078343729766	-0.33568239419454	0.236077555627223	-1.4219157484187	0.155050710814164	0.251782008341326
EFA_01768	64.5703935931506	-1.04855320923226	0.270627539929101	-3.87452514813148	0.000106832811098174	0.000390722293838035
EFA_01769	9.89504777712322	0.197769506911989	0.55281813195935	0.35774786585063	0.720532008755737	0.814428109109338
EFA_01770	58.9739085742611	1.76816442848167	0.270828787761072	6.52871669625298	6.6335587297019e-11	4.88331977255748e-10
EFA_01771	26.9084276267639	1.5336279724503	0.355137433274807	4.31840698489132	1.57159429456687e-05	6.46425103109094e-05
EFA_01772	13.1366554095763	3.32183937762549	0.641724174576658	5.17642861096341	2.26173537544282e-07	1.16788529908208e-06
EFA_01773	41.1222288365194	-0.0906734633273442	0.2957598888251	-0.306577959869888	0.759164631752105	0.842505472655699
EFA_01774	16.1839307284834	0.097126817964309	0.450486505223162	0.21560427857033	0.82929622042407	0.890725570085112
EFA_01775	18.8236915228048	0.848213305136514	0.420531542695211	2.01700281434364	0.0436952196176937	0.0868404895409576
EFA_01776	46.8849658961592	-1.53598539165859	0.297845830227937	-5.15698134999279	2.5096278841628e-07	1.29124402427086e-06
EFA_01777	77.4224184902278	-0.460960844159284	0.223259879037449	-2.06468285366205	0.0389530179851795	0.0786456502359004
EFA_01778	171.043064484099	-0.758438515133614	0.171473052453075	-4.42307700413256	9.73050402718324e-06	4.10827603853575e-05
EFA_01779	2.83513252465613	0.300804903634278	1.01073722484618	0.297609404541381	0.766001295883181	0.848125615302974
EFA_01780	42.0761668608037	-0.228628994033201	0.285256138347051	-0.801486675652337	0.422849954746498	0.566232378767349
EFA_01781	7.83964459343024	-0.378205470089399	0.658814616680529	-0.57406964040204	0.565920676655441	0.692270244004163
EFA_01782	453.614295417992	-0.0450949753792678	0.160855399936599	-0.280344802829386	0.779212980593265	0.855962761697684
EFA_01783	183.47838686816	0.251177986451987	0.168242629471615	1.49295090810718	0.13545003781214	0.227080168634175
EFA_01784	123.036074704847	0.654910392330993	0.212330714055888	3.08438840439548	0.00203971115524807	0.00571876047530978
EFA_01785	66.7920742739388	0.688253015967967	0.23816290916201	2.88984132075656	0.0038543632853705	0.010087399263718
EFA_01786	258.361126405159	0.383623152355011	0.165158775395661	2.32275367406901	0.0201923890402565	0.0446284441374723
EFA_01787	20.1455513163548	0.596228231466929	0.394621041400711	1.51088808987633	0.130816965830058	0.221840229709448
EFA_01788	15.6305516442227	0.496405279384692	0.444483764743074	1.11681307341255	0.264074257845822	0.393758920070432
EFA_01789	309.564261341515	0.0881769234098038	0.153215544524511	0.575508990836745	0.564947111828059	0.691736195791088
EFA_01790	26.6492301408682	-0.557583005933176	0.363943230748164	-1.53206038421691	0.125507534503007	0.214228377858581
EFA_01791	37.5057444681459	-4.25167414408002	0.54239162780113	-7.838753266374	4.55041665174389e-15	4.71633437081469e-14
EFA_01792	85.774575864872	-1.69903599676437	0.241018483548975	-7.04940123988096	1.79689314598043e-12	1.52629592370113e-11
EFA_01793	15.4048883759932	-1.4452526451323	0.489294874055643	-2.95374573036696	0.00313942556340697	0.00840792051543042
EFA_01794	29.0643006002452	-0.753847160008959	0.350703676455382	-2.14952739483148	0.0315926168878724	0.065347552654958
EFA_01795	69.1700966731636	-0.495228082124504	0.233370981998502	-2.1220636682571	0.0338323918476096	0.0695149545682417
EFA_01796	40.07308538075	-0.536219434583902	0.292348700747191	-1.83417758729018	0.0666276372517228	0.126581087194967
EFA_01797	12.0372324030148	-2.10871304480566	0.592305845899399	-3.56017597902253	0.000370606350357331	0.00123149401837488
EFA_01798	101.828159068511	-1.15127778766159	0.210040297734129	-5.48122336561764	4.22394789057132e-08	2.41092532680522e-07
EFA_01799	14.4316538273563	-0.546636927858792	0.469045651001004	-1.16542372089411	0.243847520102326	0.369828964719376
